Company,URL of the article,Good Bad or Neutral
Lukoil,Lukoil to present 20-year oil sector forecast by end of 2016 (Part 2),Neutral
Lukoil,Lukoil prepared to invest in Iran as much as it has in Iraq given right projects (Part 2),Neutral
Lukoil,Lukoil proposes maintaining 2017 tax maneuver parameters,Neutral
Lukoil,Lukoil starts prospecting Vostochno-Taimyrsky section,Good
Lukoil,Major Oil Market Players Should Prevent Iran From Overproducing - LUKoil Board Member,Neutral
Lukoil,Lukoil interested in buying controlling stake in Bashneft - Lukoil President Alekperov,Neutral
Lukoil,Lukoil Baltija chief: Lithuanian filling station chain may be sold in February,Neutral
Lukoil,"CEO says Lukoil's filling stations in Lithuania, Latvia may be sold in Feb",Neutral
Lukoil,"Lukoil, Continental Resources CEOs see crude oil rallying in 2016; Vagit Alekperov, CEO of Russian oil giant Lukoil, and billionaire oil tycoon Harold Hamm also see WTI oil hitting parity with Brent",Good
Lukoil,"UPDATE 1-Vitol, Lukoil back Tripoli-based NOC amid contract discussions",Good
Lukoil,Lukoil to begin developing Kuvykin field in Caspian in 2024,Good
Lukoil,Lukoil discovers field with tentative reserves of 30 bcm of gas off coast of Romania (Part 2),Good
Lukoil,"MET changes could cost Rosneft, Lukoil 250 bln rubles - Gref",Bad
Lukoil,Lukoil actively prepare for start of investment cycle in Iran - Alekperov (Part 2),Good
Lukoil,Lukoil gets back $5 bln of $6.5 bln invested in West Qurna (Part 2),Good
Lukoil,Lukoil's Alekperov: treasury stock is financial guarantee of project continuation,Good
Lukoil,Uzbekistan approves feasibility study for stage one of Lukoil's Kandym project,Good
Lukoil,Lukoil's Cyprus-registered subsidiary boosts treasury stock holding to 16.18% from 11.25% (Part 2),Neutral
Lukoil,"Gazprom Downgraded, Lukoil Favored As Cheap Oil Drains Profits, Dividends -- Barron's Blog",Good
Lukoil,Lukoil decides to participate in case on Rosneft's contesting tender results on Vostochno-Taimyr (part 2),Neutral
Lukoil,Lukoil closes deal on sale of 50% of Caspian Investments to Sinopec for $1.087 bln (Part 2),Good
Lukoil,Russia's Lukoil approached by Chinese firm for Romanian refinery-letter,Neutral
Lukoil,LUKoil Seeks EC Help in Romanian Refinery Asset Seizures,Bad
Lukoil,"Lukoil receives an offer to sell Petrotel refinery in Romania, but has no intentions of selling - Vice-President Mueller",Neutral
Lukoil,Lukoil files court challenge against asset freeze in Romania (Part 2),Neutral
Lukoil,"Lukoil receives offer for Romanian oil refinery; not planning to sell, shut down asset (Part 2)",Neutral
Lukoil,"Latvia's Lukoil Baltija R fuel co posts 18 pct sales drop, EUR 2.3 mln profit for 2014 Latvia's Lukoil Baltija R fuel co posts 18 pct sales drop, EUR 2.3 mln profit for 2014",Bad
Lukoil,Lukoil calls FEED tender for Tuba-Fao pipeline in Iraq,Neutral
Lukoil,"Lukoil to invest 350 bln rubles in exploration, construction at Caspian fields",Good
Lukoil,UPDATE 1-Russia's Lukoil to ask Iraq for more oil,Neutral
Lukoil,Lukoil Overseas boost production 140% in 2014 thanks to Iraq,Good
Lukoil,Iraq asking Lukoil to limit work on new projects in 2015,Bad
Lukoil,Lukoil hydrocarbon production up 5% to 2.3 mln boepd in 2014; oil output at 97.2 mln tonnes (Part 2),Good
Lukoil,"Lukoil posts GAAP net loss of $1 bln for Q4, analysts expected profit (Part 2)",Bad
Lukoil,"Lukoil takes $0.9 bln in writeoffs on exploration, production assets in 2014 (Part 2)",Bad
Lukoil,"Lukoil gets $3.6 bln in cost recovery, $66 mln in remuneration fee from West Qurna-2 in Iraq",Good
Lukoil,Lukoil expecting rough diamond project to pay for itself in five to six years,Neutral
Lukoil,"Lukoil's management resumes purchases of oil co's shares, first vice president buys 11.9 mln ruble stake",Neutral
Lukoil,Lukoil could start new round of Eurobond talks in spring; not planning to borrow in Russia (Part 3),Neutral
Lukoil,Lukoil to keep 2014 dividends flat (Part 2),Neutral
Lukoil,"Lukoil aiming to stabilize oil production in Russia in 2015, growth planned for group overall (Part 2)",Good
Lukoil,Lukoil could start new round of Eurobond talks in spring; not planning to borrow in Russia (Part 2),Neutral
Lukoil,"Lukoil planning 10% drop in investment, no staff cuts in 2015 (Part 2)",Neutral
Lukoil,Lukoil denies accusations of illegal activities in Ukraine (Part 2),Bad
Reliance Group,"Reliance Group bets big on infra, defence",Good
Reliance Group,"Reliance Group arm, IBM to jointly develop IoT solutions",Good
Reliance Group,Reliance Group's IoT arm ties up with China's Fibocom,Good
Reliance Group,Defence to be largest business of Reliance Group: Anil Ambani,Good
Reliance Group,Reliance Group expands business with WOM,Good
Reliance Group,"Reliance Group to sell TV business, 49% of radio unit to Zee",Good
Reliance Group,Reliance Group launches IoT services under venture Unlimit,Good
Reliance Group,Rafale deal: Reliance Group joins hands with Dassault Aviation for offset contract,Good
Reliance Group,Reliance Group gets an edge in defence play,Good
Reliance Group,Anil Ambani's Reliance Group forms JV with Dassault for Rafale jets,Good
Reliance Group,"D B Hospitality, Reliance Group team up for Aerocity Project",Good
Reliance Group,Juergen Hase named CEO of Reliance Group's IoT business,Neutral
Reliance Group,Reliance Group appoints Juergen Hase as CEO for IoT business,Neutral
Reliance Group,"Reliance Group looks to sale of tower, road assets to ease debt",Bad
Reliance Group,Reliance Group disputes debt ranking report,Bad
Reliance Group,How Reliance Group Chairman Anil Ambani is readying his companies to target big-ticket defence projects,Good
Reliance Group,"Reliance Group to invest Rs 5,000 cr in naval unit",Good
Reliance Group,"Opening Bell | Reliance Group, Cairn India, steel firms in focus",Neutral
Reliance Group,Reliance Group to expand business cooperation with Qatar,Good
Reliance Group,Reliance Group to set up aerospace park in Nagpur,Good
Reliance Group,Reliance Group gets land in Nagpur for aerospace park,Good
Reliance Group,Reliance Group plans $1bn aerospace park,Good
Reliance Group,Reliance Group signs pact with Augur for airships,Good
Reliance Group,"French avionics giant, Reliance Group in talks for smart city projects",Good
Reliance Group,"Reliance Group upbeat about Rs 10,000-crore power deal in Bangladesh",Good
Reliance Group,Reliance Group Plans to Bid for Defense Contracts; The Group plans to bid for more than $20 billion worth of defense contracts in the next few years,Good
Reliance Group,*India's Reliance Group Plans to Bid For Over $20 Billion of Defense Contracts,Good
Reliance Group,"Reliance Group, Essar Oil Extend Losses on Espionage Case -- Market Talk",Bad
Reliance Group,"Corporate Espionage: Executives from Reliance Industries, Reliance Group, Cairn India & senior all ministry babus may be summoned for police questioning",Bad
Reliance Group,Anil Ambani's Reliance Group forays into defence manufacturing sector,Good
SAIC Motor,SAIC Motor's interim profit below expectations,Bad
SAIC Motor,Tom Lee to lead SAIC Motor in Middle East,Neutral
SAIC Motor,SAIC Motor takes over General Motors' closed India plant,Good
SAIC Motor,"'SAIC Motor to invest Rs 2,000 crore in Halol'",Good
SAIC Motor,ChinaS SAIC Motor Finalises Plans to Set up Car Factory in India,Good
SAIC Motor,Chinese auto makers eye Canadian market; Guangzhou Automobile Group Motor Co. Ltd. and SAIC Motor Corp. Ltd. are examining selling vehicles in Canada,Good
SAIC Motor,SAIC Motor's India subsidiary MG Motor to roll out two SUVs in 2019,Good
SAIC Motor,"UPDATE 1-China SAIC Motor's profit up 4 pct, sales growth slows on tax rollback",Good
SAIC Motor,UPDATE 2-China's SAIC Motor posts higher profit; cautions 2017 sales growth to slow,Good
SAIC Motor,SAIC Motor: Is the Higher Dividend Sustainable? -- Barron's Blog,Neutral
SAIC Motor,China`s SAIC Motor gears up for Indian roads; hires ex-GM head,Neutral
SAIC Motor,China Fines GM $29 Million for Alleged Price Manipulation; Joint venture with SAIC Motor accused of setting a floor on car prices,Bad
SAIC Motor,Audi's China Dealers Seek to Block Deal With SAIC Motor -- Update,Bad
SAIC Motor,Audi's China Dealers Seek to Block Deal With SAIC Motor; Dealers plan to demand compensation for potential lost sales and threaten to refuse new Audi cars,Bad
SAIC Motor,Audi's China Dealers Seek to Block Deal With SAIC Motor,Bad
SAIC Motor,Audi's China Dealers Seek to Block Deal With SAIC Motor -- Update,Bad
SAIC Motor,Audi's China Dealers Seek to Block Deal With SAIC Motor,Bad
SAIC Motor,Audi's China Dealers Seek to Block Deal With SAIC Motor -- Update,Bad
SAIC Motor,"Audi, SAIC Motor sign deal to weigh jointly making Audi cars in China- source",Good
SAIC Motor,MARKET REPORT: China's SAIC Motor Corporation seeks predators to join Ã‚Â£7billion bid for FTSE 100 engineering giant GKN,Neutral
SAIC Motor,Business News: Lower Sales Tax Aids SAIC Motor,Good
SAIC Motor,SAIC motor unit said to pick banks for $500m plus IPO,Good
SAIC Motor,China's largest automaker SAIC Motor's 2015 profit rises 6.5 pct,Good
SAIC Motor,China's SAIC Motor Corp eyes General Motors' Gujarat factory,Good
SAIC Motor,SAIC Motor's Net Seen Edging up Amid Tepid Sales--Earnings Preview,Neutral
SAIC Motor,Auto market: Volkswagen-SAIC Motor to release electric car in China,Good
SAIC Motor,China's SAIC Motor Hires 'Sherlock' Actor In Hopes of Plumping Sales,Neutral
SAIC Motor,China's SAIC Motor Banking on SUVs,Good
SAIC Motor,*SAIC Motor Corp. 2014 Net Profit Up 12.8%,Good
SAIC Motor,Co-Branded Cars Drive Growth in SAIC Motor's Profit -- Earnings Preview,Good
SAIC Motor,UPDATE 1-GM confirms Indonesia factory plan with China's SAIC Motor,Good
Tesla,"GM/Tesla: turn on, spin off",Good
Tesla,Tesla Model 3 production falls well short of its estimates,Bad
Tesla,Tesla sets rich rewards for Elon Musk to just be himself,Neutral
Tesla,Tesla recharges balance sheet with $1.8bn debt sale,Good
Tesla,Lack of ethical cobalt undermines Tesla debt issue,Bad
Tesla,Tesla unlikely to see brakes pulled on debut bond sale,Neutral
Tesla,Tesla looks to $1.5bn bond offering to boost Model 3 production,Neutral
Tesla,Tesla sees rebound in Model S orders easing cannibalisation concerns,Good
Tesla,Delivery miss and analyst concerns send Tesla shares skidding,Bad
Tesla,Tesla replaces head of driverless car tech team,Neutral
Tesla,Toyota sells stake in Tesla as partnership dies,Bad
Tesla,Tesla faces new criticism over car plant safety,Bad
Tesla,Elon Musk predicts Tesla will one day be worth more than Apple,Good
Tesla,Tesla posts wider than expected loss but says Model 3 production on track,Bad
Tesla,Tesla investors seek stronger boardroom controls,Neutral
Tesla,Tesla shares hit all-time high on upbeat deliveries,Good
Tesla,Tesla shares slide after broker downgrade,Bad
Tesla,Tesla chief signals group will look for big cash injection,Neutral
Tesla,Tesla avoids recall over fatal Autopilot crash,Good
Tesla,Tesla falls short of vehicle delivery target in 2016,Bad
Tesla,Tesla to raise UK prices 5% after fall in pound,Neutral
Tesla,Tesla: new world hoarder,Neutral
Tesla,Tesla shareholders give $2.6bn SolarCity deal green light,Good
Tesla,Tesla buys German engineer for European expansion,Good
Tesla,Tesla ramps up Europe expansion with German acquisition,Good
Tesla,Tesla chief in drive to woo doubters over planned SolarCity deal,Good
Tesla,LG Chem to take on Tesla in home power storage,Bad
Tesla,Tesla powers up plan for full self-driving cars,Good
Tesla,Tesla shares slide as investors hit the brakes,Bad
Tesla,Tesla unveils new battery that supercharges Model S,Good
Tesla,Tesla sales miss views even as production woes ease,Bad
Tesla,SolarCity accepts $2.6bn bid from Tesla,Good
Tesla,SolarCity agrees to $2.6bn takeover by Tesla,Good
Tesla,Elon Musk outlines lofty goals for Tesla,Good
Tesla,Tesla misses delivery targets again,Bad
Tesla,"Bond yields at new low, Tesla death and a 14-year-old art prodigy",Bad
Tesla,US opens Tesla probe after fatal crash,Bad
Tesla,Tesla boss Elon Musk tests investors with one-stop energy company,Good
Tesla,Elon Musk to use Tesla to buy out his SolarCity,Neutral
Tesla,Tesla offers to buy SolarCity in stock deal,Neutral
Tesla,Tesla jumps after Goldman Sachs backing,Good
Tesla,Tesla shares rise as bull camp grows,Good
Tesla,Tesla: three cash flow,Good
Tesla,Tesla brings its output targets forward by two years,Good
Tesla,Tesla accelerates production plans on Model 3 demand,Good
Tesla,Tesla loses 2 more top executives,Bad
Tesla,"Tesla in voluntary recall of 2,700 Model X vehicles",Bad
Tesla,Daimler shareholders worried over Tesla and electric carmakers,Good
Tesla,The riff: Electric car maker Tesla aims to plug in young drivers,Good
Tesla,Tesla shares jump on upbeat delivery forecast,Good
Tesla,Tesla software update lets cars park themselves,Good
Tesla,Tesla shares sputter as deliveries hit low end,Bad
Tesla,Tesla sales pace falls short at end of 2015,Bad
Tesla,Tesla in stand-off over lithium supply,Bad
Tesla,Model S recall is rare setback for Tesla,Bad
Tesla,Tesla shares accelerate on strong production,Good
Tesla,Tesla Motors: dream still intact,Good
Tesla,Tesla on track despite trimmed forecasts,Good
Tesla,Tesla shares zoom ahead despite mixed results,Good
Tesla,Tesla rolls out self driving car software,Good
Tesla,Tesla shares skid on analyst downgrade,Bad
Tesla,Tesla jump boosts growth equity rally,Good
Tesla,Tesla pop shows move back to momentum stocks,Good
Tesla,Audi to unveil 310-mile electric SUV to rival Tesla Model X,Bad
Tesla,This is Tesla. When does Musk crash?,Neutral
Tesla,Tesla warns vehicle sales target at risk,Bad
Tesla,Tesla taps the brakes on delivery guidance,Bad
Tesla,Is Wall St turning from sweet to sour on Tesla?,Bad
Tesla,Carmaker Tesla looks to spark revolution in domestic power,Good
Tesla,Elon Musk launches Tesla move into energy storage,Good
Tesla,Tesla unveils software to ease 'range anxiety',Good
Tesla,Tesla: means of production,Neutral
Uber,Uber to file appeal against ban in London,Neutral
Uber,Uber board truce paves way for SoftBank deal,Good
Uber,Uber board approves major governance changes,Good
Uber,How Uber and London ended up in a taxi war,Bad
Uber,Lyft looks towards London as Uber reels from ban,Bad
Uber,Can Frances Frei fix Uber?,Neutral
Uber,Uber switching drivers to greener vehicles in UK,Good
Uber,Uber faces challenge from car-booking app backed by Chinese,Bad
Uber,New Uber chief aims for IPO within 18-36 months,Neutral
Uber,Uber confirms Dara Khosrowshahi as chief executive,Neutral
Uber,Uber to offer drivers in India free life and accident insurance,Neutral
Uber,Jeff Immelt rules himself out of Uber CEO search,Neutral
Uber,SoftBank seeks to push into US with stake in Uber or Lyft,Good
Uber,Uber rival Grab rakes in $2.5bn in fresh investment,Bad
Uber,Google's parent says Uber is covering up the theft of self-driving car tech. Uber says it knew nothing. ; Alphabet and Uber are in a dispute over conversations involving top Uber execs.,Bad
Uber,Why Uber has been forced to U-turn,Bad
Uber,Travis Kalanick is not ethical enough to steer Uber,Bad
Uber,Uber chief Travis Kalanick to take indefinite leave,Bad
Uber,Uber board discusses change in role for Travis Kalanick,Bad
Uber,Lyft to launch self-driving test in new Uber challenge,Bad
Uber,Uber faces regulation in Europe as transport company,Bad
Uber,Uber trails Silicon Valley peers on gender equality,Bad
Uber,Uber employees lose faith and explore exit,Bad
Uber,Uber used fake app to confuse regulators and rivals,Bad
Uber,"Susan Fowler, the techie taking on Uber",Bad
Uber,Mercedes and Uber plan network of self-driving cars,Good
Uber,Uber racks up $800m third-quarter loss despite China exit,Bad
Uber,Airbnb and Uber star ratings hold up a Black Mirror to real life,Good
Uber,Uber ruling in London echoes around the world,Bad
Uber,London finds a third way to treat Uber drivers,Bad
Uber,Disrupters? There is nothing revolutionary about Airbnb and Uber,Bad
Uber,Uber meshes with US public transit in small-town drive,Good
Uber,Uber launches first self-driving taxi fleet in US,Good
Uber,Feeling uber-guilty for using Uber,Bad
Uber,Uber takes TfL to court over new rules for drivers,Bad
Uber,Uber suspends services in Hungary after clampdown hits drivers,Bad
Uber,Uber launches UK food delivery service,Good
Uber,Uber rival Didi Chuxing raises $7bn in new capital,Bad
Uber,Saudi wealth fund takes $3.5bn Uber stake,Good
Uber,Uber doubles taxi-booking zone in London,Good
Uber,Uber and Lyft to pull out of Texas capital Austin,Bad
Uber,Uber picks Bangkok for launch of first motorbike taxi service,Good
Uber,Uber picks up $200m from Russian billionaire Mikhail Fridman,Good
Uber,What the other John Kay taught Uber about innovation,Neutral
Uber,Uber wins victory in London as TfL drops proposed restrictions,Good
Uber,Uber wins approval to operate in Jakarta,Good
Uber,Anti-Uber ride-sharing alliance expands to include GrabTaxi,Bad
Uber,Uber extends Pool service in London and Paris,Good
Uber,Uber loses another senior exec,Bad
Uber,Uber in South Korea tie-up with Hyundai,Good
Uber,Uber founder launches digital concierge,Neutral
Uber,"Uber may have a warm welcome, if it plays by the rules",Neutral
Uber,Taxi groups unite to fight Uber with $250m start-up,Bad
Uber,Uber to scale back services in Brussels,Bad
Uber,Uber in danger of running out of road in London,Bad
Uber,Uber and rivals see promise in ride-sharing,Good
Uber,London eyes crackdown on Uber and other taxi-hailing apps,Bad
Uber,Uber and Didi in $1bn China incentives,Bad
Uber,Uber overtakes Xiaomi in $50bn funding round,Good
Uber,Online wine trading moves into the Uber era,Neutral
Uber,Indonesia police launch Uber investigation,Bad
Uber,Uber orders China drivers to avoid confrontations,Bad
Uber,Uber and Airbnb urge watchdog to back off,Neutral
Uber,Uber to ramp up India investment and push for regulatory changes,Good
Uber,Uber accused of asking driver to make false allegations,Bad
Uber,Police raid Uber office in China,Bad
Uber,Ola Cabs raises fresh funds as it seeks to outrun Uber,Bad
Uber,Boost for Uber as Brussels considers regulation of ride sharing,Good
Uber,Uber hit by ride-sharing injunction in Germany,Bad
Uber,Uber hits brakes on S Korea ride-sharing service,Bad
Uber,Uber makes first acquisition with mapping start-up deCarta,Good
Uber,Brussels plans to lift ban on Uber,Good
Uber,A gentler and more strategic Uber in Europe,Good
Walt Disney,"Press Release: The Walt Disney Company Donates $500,000 In Humanitarian Aid To Support Mexican Communities Impacted By Recent Earthquakes",Good
Walt Disney,Press Release: The Walt Disney Company Donates $2.5 Million in Humanitarian Aid to Support Communities Impacted by Hurricane Irma,Good
Walt Disney,Press Release: D23 Expo Level Up! Panel Showcases The Walt Disney Company's Upcoming Games Line-Up,Neutral
Walt Disney,FINAL RESULTS OF THE SIMPLIFIED PUBLIC TENDER OFFER ON EURO DISNEY S.C.A. THE WALT DISNEY COMPANY TO IMPLEMENT A MANDATORY BUY-OUT AND DELISTING,Good
Walt Disney,*The Walt Disney Company Announces an Increase in Its Interest in Euro Disney; Its Intention to Launch a Tender Offer for All Remaining Euro Disney Shares and a Mandatory Buy-Out if the 95% Threshold Is Reached; And a Proposal to Restore Disneyland Paris' Financial Position,Good
Walt Disney,Press Release: The Walt Disney Company Declares Semi-Annual Cash Dividend of $0.78 Per Share,Good
Walt Disney,MULTI-YEAR EXPANSION OF HONG KONG DISNEYLAND ANNOUNCED BY THE WALT DISNEY COMPANY AND HONG KONG GOVERNMENT,Neutral
Walt Disney,Press Release: The Walt Disney Company's Accelerator Program Announces 2016 Participants,Neutral
Walt Disney,Press Release: The Walt Disney Company Declares Semi-Annual Cash Dividend of $0.71 Per Share,Good
Walt Disney,THE WALT DISNEY COMPANY CELEBRATES HISTORIC GRAND OPENING OF SHANGHAI DISNEY RESORT,Neutral
Walt Disney,Press Release: Statement from The Walt Disney Company,Neutral
Walt Disney,Press Release: Shareholders Re-Elect 11 Directors at The Walt Disney Company Annual Meeting,Neutral
Walt Disney,Press Release: The Walt Disney Company Announces Third Year Of Startup Accelerator Program,Neutral
Walt Disney,Press Release: Mark G. Parker Elected to The Walt Disney Company Board of Directors,Neutral
Walt Disney,Press Release: The Walt Disney Company Declares Semi-Annual Cash Dividend of $0.71 Per Share,Good
Walt Disney,Press Release: Jonathan S. Headley Named Treasurer of The Walt Disney Company,Neutral
Walt Disney,Press Release: Christine M. McCarthy Named Chief Financial Officer and Kevin Mayer Named Chief Strategy Officer of The Walt Disney Company,Neutral
Walt Disney,Press Release: The Walt Disney Company Declares Cash Dividend of $0.66 Per Share for First Half of Fiscal 2015,Good
Walt Disney,Press Release: James A. Rasulo to Step Down as Chief Financial Officer of The Walt Disney Company,Neutral
Walt Disney,newsbox.ch/ KUDELSKI GROUP AND THE WALT DISNEY COMPANY SIGN PATENT LICENSE AGREEMENT,Good
Walt Disney,Press Release: THOMAS O. STAGGS NAMED CHIEF OPERATING OFFICER OF THE WALT DISNEY COMPANY,Neutral
Walt Disney,Press Release: The Walt Disney Company Announces Second Startup Accelerator Program,Neutral
